question,intent,source,id
Dispute over precision with coauthor - I am currently having a disagreement with a coauthor on a paper over the matter of significant figures.  He would like to specify (for examp,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),18082
How to handle a student who will not accept that he is wrong?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),7471
"Failed PhD qualifying exam, must it be mentioned it in SOP? can I ask my advisor not to mentions in recommendation letter?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),1311
"I want to participate in a summer research program, but my GPA is not high enough. Should I still apply?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),17545
advantages and disadvantages of white-box testing of students assignments?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),29557
Exam requires self-imposing a time limit: what should I do when others are likely to use more time?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),3616
What is the purpose of getting good grades once in college?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),28300
"As a TA, how should I address the professor's difficult curriculum?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),33936
How many hours do PhD students work as a TA (total)?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),10509
Minimizing cheating in online final exam? - What technologies or techniques are practical for minimizing cheating and collaboration in a University final examination that is to be held,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),8971
"Academic salaries at European universities - Is there a good source to compare academic salaries at European universities? For example, what are the salaries of full professors in diffe",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),27915
Is the minimum GPA required for Graduate school a cut-off criteria or a general guideline?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),18593
Self study vs pre requisite credit hours for graduate admissions,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),5097
Is there away to know who has published several high quality papers in a specific academic field/area during the last 5 years for example,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),8665
Citing 'several' studies in one statement... cite all of them or use 'for example'?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),11064
Is it appropriate for employers recruiting students to ask professors for syllabi of their classes?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),10519
Is it unethical to give students a sample math test as a study guide?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),29698
"Contacting advisor after long hiatus - I am enrolled in a master in CS, and finished all course work. Professors were happy with my work and I managed a 3.7 GPA -good for my unive",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),23036
"What are the things one should consider while defending a PhD thesis, especially when the two examiners have completely different comments?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),12977
Consequences of university losing its accreditation on admission for further graduate education?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),13714
How will my CLEP credits be viewed? - I have taken 12 credits total in CLEP (College Level Examination Program) exams on order to bypass some general education requirements in hu,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),5131
Chances of getting in at a world top 50 graduate school for Economics with a C+ in Calculus II?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),2055
"Is it ethical to ""arm-twist"" a faculty-member into passing more students or improving the class average?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),33300
What does one call a group of similar courses where only one can be taken for credit?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),21575
How to prevent students from using modified calculators to cheat on exams?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),31771
Grad applications: mediocre grades from an ivy league (top 10) and outstanding grades from a smaller school; what should I do?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),14310
Make Up Tests: Should I alter the questions? - I'm teaching a unit this semester that involves an in-class test. The students will be required to conduct a textual analyse of a video usin,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),29691
Time spent marking essays - A stack of psychology exam essays has just landed on my desk for marking. It was a 3 hour exam with 3 essay questions. This is a final year,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),20952
How do graduate admissions committees in the US perceive grading systems other than GPA?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),8488
Bad semester - Math PhD application - I wanted to bring up an issue I faced recently and figure out how much my graduate school application will be affected by this. For some bac,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),30273
How to reply to students' emails that show anger about their mark?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),34195
What are examples of appropriate journals to publish new mathematical conjectures?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),7669
Should I change a graduate class grade to pass/fail? Will it harm my PHD applications?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),13813
Professor ignoring emails and not attending office hours,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),4711
"Was supposed to do an oral exam, but was instead presented with my grade",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),4573
What's the best way to ask a professor for their syllabus before the term starts?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),7417
How to acknowledge a colleague's authorship of text in a syllabus,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),33351
I believe my PhD dissertation was unfairly graded too low (cum laude): what should I do?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),24097
End-of-semester course activites - I am nearing the conclusion of my first course as an adjunct instructor and I'm searching for some useful and engaging activities for review,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),435
Will I need to retake my written qualifying exams?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),13699
Using WolframAlpha for a take-home exam - Is it ethical to use WolframAlpha on a take-home exam for a math class? A couple qualifiers: this is a make-up exam where the original exam,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),4672
Why have schools been discontinuing the practice of giving A+ grades?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),22493
2 majors with average grades or 1 major with excellent grades?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),31185
What valid reason can I give for my low CGPA to a prospective PhD advisor?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),10898
Do certificates from accredited online courses play any role in applying for a graduate program?,curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),22292
"Asking a Professor to sign me to a group - I have a class assignment coming up. On the syllabus, it was indicated that groups would be assigned this week. I assumed that the professor",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),34036
"How can I seek permanent Personalised Assessment Arrangements, rather than reapplying each year?",curriculum_syllabi_and_regulations,Hugging Face (StackExchange Academia QA Corpus),9449
